제목,내용,게시자,게시날짜
콘서트를 빙자한 잠실 쏘다니기^^,"이 맑눈광을 어찌할꼬.... 롯데몰 오니까, qr줄서기가 있어서 qr찍으니까 바로 원격 줄서기가 됐다. 근데 처음에는 예상시간: 알수 없음(ㅇㄴㄹ)했지만, 거의 20분 만에 들어간듯? 그냥 주변 좀 돌아댕기고 밖에 트리 구경하고 사진찍으니까 순삭~ 되게 잘해뒀다고 생각이 들었고...",뭔소리여 그냥 아아줘,2일 전
[추천] 귀여운 게 최고야~! 쿵야 ~ 팝업~,맑눈광 왜케 귀여ㅠ 잠옷도 귀염귀염 근데 4~5만원 대 였던듯 ㅎ.ㅎ 넘 귀여어!!!!!!!!!!!!!!!!!!!!!!!! 이거 보고 피규어 바로~ 겟 일단 흔들어 재끼면 돼 나왔으면 좋겠네 ㅎ 두개 샀는데 하나는 나 하고 하나는 연말 파티때 가져가려고~ 내 선물 받는 사람 좋겠다 ~ 수염 버전도 너무...,Let's make a better version of myself each day.,2일 전
[11월4째주] You never called it what it was,"내 쪽은 보지도 않고 서류를 한 손으로 퍽 떠안기고 인사도 안받아줌 면접 자체도, 경력이 이게 다며 다른거 해본 건 없냐길래 맑눈광 표정으로 ㅎㅎ 업눈데용 함 너희...뭐...돼..? . . 쨋든 글케 면접 보고 언니랑 아빠랑 데이트함~ 현백 미아점이엇어요 여기가 왜이렇게 낯...",낙낙(knock knock),2일 전
미술학원 상담 다녀옴,"원장쌤이 좀 맑눈광이어서 무서웠어요 첫말 그림보고 여기 올 필요없는데 왜왔니.? 였는데 그때 너무 무서워서 에.??예.? 이러고 있었어요 다음말이 건강이 제일 중요하다였음 그래서 아토피 치료하는 민간요법,아토피의 역사 생활, 책을 많이 읽어서 스토리 쓰는 법을...",좀비 고등학교 모바일,2일 전
"[잠실역] 11,12월 롯데월드몰 팝업 스토어 (노티드X최고심, 쿵야 소원 상점, 디즈니 픽사 플러피)","싶은 맑눈광 테스크테리어 쿵야 신전 3만 원 이상 구매 시 양파 쿵야 풍선 5만 원 이상 구매 시 팝업 한정 포스터 10만 원 이상 구매 시 양파 쿵야 극세사 클리너를 증정해 주신다고 해요 이 모든- 것은 선착순, 한정 상품입니다 글라스 잔 구매 시에는 맥주 안주로도 좋은...",매일 준비중,2일 전
다시 파도가 잠잠해질 때까지 - 10월 (2),대적자는 면했다 그리고 열심히 일했어요 show맨 3회차 남았다 내 추구미 약간 이런 느낌 인생을 큐티깜찍맑눈광재질로 살아가고 싶다 어느덧 2023 월별기록이 4번밖에 남지 않았네요 그래도 꾸준히 기록한 나에게 소소한 칭찬을 .ᐟ.ᐟ 공부랑 일밖에 안한듯 싶었는데 나름...,˚₊·—̳͟͞͞♥,2일 전
송도 헬스장 추천 운동에 진심 헬창친구 같이 빅토리짐 다닌 후기,눈이 맑눈광이 되어서는 운동 오늘부터 하자고 그래서 난 운도 안들고 왔는데 뭔소리냐고 하고 간신히 말렸어요 이놈은 운동을 하루도 안하면 몸이 오히려 아프고 답답하고 갑갑하다네요;;; 지가 김종국인줄알아; 그리고 송도 헬스장 중에 전 국가대표가 선생님인곳이...,‡로즈의 갓생투어‡,2일 전
"쿵야 레스토랑즈 소원상점, 잠실 롯데월드몰 쿵야 팝업스토어 (주말 오픈런, 웨이팅, 랜덤박스, 굿즈, 인생네컷)",저는 양파쿵야를 매우 좋아해요 어릴때 야채부락리 게임 열심히 한 기억도 있고 최근에 다시 맑눈광 캐릭터로 나오면서 다시 좋아하게 되었습니다 인스타에서 쿵야 팝업이 잠실 롯데월드몰에서 열린다는 소식을 보고 오픈 다음날에 오픈런해서 바로 다녀왔어요 그럼...,블리의 해피 라이프,2일 전
요래조래 일상입니다요 뽕,맑눈광이었구나... 동숲 헬창 캐릭터들 너~무 많아 나 이제 올팜 양파 만들기 잘함 양파 주고 안 주고를 떠나서 그냥 성공하면 기분이 좋음 도전권 좀 더 주세요.. 아니면 연습하게 그냥 열어만 줘... 뚱캔 제로콜라 사려는데 보이지가 않아??? 냉장고 앞에서 1분은 빤히...,천아롱의 일상 모음집,2일 전
"늦가을 일상과 상념, 답답할땐 등산이 하고 싶어요. 책 <내 안에서 나를 만드는 것들>, 앞으로의 차&요가 생활.","타인으로 인해 피로한 일들이 늘상 많다보니 다들 소위 말하는 '기존쎄'가 되고 싶어하고, 본인 곤조대로 행동하고 타인의 영향을 별로 받지 않는 것처럼 보이는 '맑눈광'을 부러워하기도 하는 것 같습니다. 하지만 결국 본질적으로 인간이 과연 타인을 개의치 않을 수 있는가...",복화의 즐기고 탐구하는 생활,2일 전
명동 포켓몬 팝업스토어 후기,할뻔해서 정신줄 꽉 붙잡고 몇개만 사왔습니다...ㅎ 들어서자 마자 보이는 맑눈광(?) 푸린 지라치 인형은 진열이 안되어 있어서 직원 두분께 물어봤는데 한 분은 분명 재고가 없다고 말했으나... 다른 직원분이 창고에 꽤 많이(?!) 남아있던 지라치 인형을 꺼내오시더군요 ㅎㅎ...,지금은 포켓몬 시대!,2일 전
[후기] 뉴트로지나 딥클린 아크네 포밍클렌저 220g *2입(양파쿵야 파우치 기획),양쿵 앤 클렌징폼 듀오 어떤가요 엉덩이(?)도 포동하니 귀엽쟈나 맑눈광 그자체 하지만 전 주쿵 팬입니다(단호 세면 머리띠는 풀리지 않죠 어딜 감히 풀어지려고!! 내부에는 포장용 종이도 함께!! 사은품이지만 세심하다.. 음.. 아마 팩트 하나정돈 드러갈 사이즈? 근데...,용(맹왕)자조후추,2일 전
"[청룡영화상] ""박 터지는 집안싸움→굿바이 김혜수""…D-청룡, 서막 오른 ★의 전쟁","[청룡영화상] ""고립된 도경수→맑눈광 정유미까지""…청룡 주연상, 용호상박 빅매치 [SC인터뷰] ""정우성이라는 바다에 헤엄치는 고래 황정민""…정우성도 기 빨린 '서울의 봄'(종합) Copyright ⓒ 스포츠조선. All rights reserved. 무단 전재 및 재배포 금지. 이 기사는 언론사에서...","연예일상,스즈메각코,일본어종합,voca6000,이승대",2일 전
1124 [크리스마스 케이크 / 양파쿵야 팝업스토어 ],"대표 굿즈인 양파쿵야 및 주먹밥쿵야 쿠션 등을 비롯해 ‘맑눈광’ 슬리퍼, 아크릴 스탠드, 랜덤 피규어, 차량 방향제 등 새로운 품목을 선보이고 기존 굿즈도 종류를 추가했다. 넷마블 엠엔비 관계자는 “많은 관람객이 방문하는 만큼 현장에서 즐거운 시간을 보낼 수...",뜬구름,2일 전
1124 임소정 [크리스마스 케이크 / 양파쿵야 팝업스토어 ],"대표 굿즈인 양파쿵야 및 주먹밥쿵야 쿠션 등을 비롯해 ‘맑눈광’ 슬리퍼, 아크릴 스탠드, 랜덤 피규어, 차량 방향제 등 새로운 품목을 선보이고 기존 굿즈도 종류를 추가했다. 넷마블 엠엔비 관계자는 “많은 관람객이 방문하는 만큼 현장에서 즐거운 시간을 보낼 수...",신문 스크랩 스터디,2일 전
그냥저냥 대강 사는 사람의 넋두리,날 추워서 또 생각나 풍덩~ 중이랑 월성에 있는 이자카야에서 간술 두 번째 방문인데 그새 무수히 맛난 걸 먹고 다녀서 그런가 이번엔 그저 그랬다 내가 조아하는 메로구이~ 뭔가 맑눈광 재질인데 아주 협소한 더현대 이케아 팝업 혼자 구경 하고 왔당 부대껴 자는 강아지들...,내가 보고 느낀 것들!,2일 전
몽몽의 일상 기록 : 23.11 이모저모 (2),"개인적으로 주먹밥쿵야가 멍충하니 좋아하는데, 역시 직장인이라면 맑눈광 양파쿵야가 원픽이지 않을까 싶다. 샐러리쿵야는 왠지... 갖고싶었던 맑눈광 수염쿵야가 나와서 소리질렀다! 넘 좋아! 그리고 쿵야 팝업을 포스팅하지 않은 큰 이유. 주말이었어서 그런지 사람이...",유익한 꿀팁과 맛있는 후기가 가득한 몽로그,2일 전
엘엠알(LMR) 샹뇽이 키링 내돈내산 리뷰!,눈이 너무 초롱초롱해요 제가 사진을 못찍어서 그렇지 실제로 보면 진짜 영롱함 거의 맑눈광 수준임 눈 앞에서 츄르 다 뺏어먹어서 울려보고싶게 생겼다 ㄹㅇ 옷도 벗길 수 있어요 ㅎㅎ (˵ •̀ ᴗ - ˵ ) ✧ 갑자기 길냥이가 되어버린 샹뇽씨 옷이랑 악세사리도...,영원한 스튜,2일 전
잠실 쿵야 팝업스토어 잠실 양파쿵야 팝업 소원상점,그분이 진짜 찐 맑눈광일 것 같은 느낌 이벤트로 쿵야 레스토랑즈 와인글라스 2입세트 구매 시 구운양팡 or r 구운주먹밥 과자 1개를 선착순으로 증정합니다 과자봉지에도 쿵야들 가득가득 이렇게 쿵야들 인형과 쿵야 피규어도 팔고있어요 프린팅 박스도 있으니 쿵야를...,먹킷&버킷리스트 채워가기 ๑•‿•๑,2일 전
"[ 코카푸성장일기 ] 만 7개월 강아지 - 애견동반카페, 강아지프로필사진",ㅋ ㅋㅋㅋㅋㅋ 눈돌아감 ㅋㅋㅋ 맑눈광 다이소에서 파는 요 장난감은 모카 최애라 하나 더 쟁였어용 ㅋㅋ 인천에 애견카페방문 잔디애견운동장이 넓어서 너무 좋았던 인천애견카페 카페라봉 포토존은 지나칠수 없쥐 내눈엔 모카가 젤이뽀!!! 탐내지만 이건 사람꺼란다...,bellalog : 빛나거나 미치거나,2일 전
잠실 롯데월드몰 쿵야 팝업스토어 소원상점,"입장하자 마자 반기는 맑눈광 양파쿵야!! 진짜 밈이란게 신기한게, 양파쿵야는 거진 20년 전부터 존재한 캐릭터였는데 이제 와서 관심을 받는다는게 ㅋㅋ 잠실 롯데몰 쿵야 팝업스토어에서는 양파쿵야, 셀러리쿵야, 주먹밥쿵야 굿즈만 있었다. 쿵야 엄청 많은데 왜 얘네밖에...",디지털 끄적이,2일 전
"쿵야 팝업스토어 소원상점 평일 점심시간에 다녀옴, 쿵야 굿즈 미리보기",쿵야 캐치마인드로 알게됐는데용 근데 알고난지 얼마 안되서 섭종이 되어 ㅠ 그이후론 맑눈광 이모티콘으로 알고 있었어요. 특유의 저... 저 맑눈광 피규어를 갖고 싶어서 쿵야 피규어를 3개나 샀는데..힝 실패함 쿵야 피규어 종류는 다음과 같아요. 전 왼쪽 젤 위에 친구를...,yalgoworld,2일 전
기록이 쌓이면 뭐든 된다.,"맑눈광에 열정 넘치는 모습이 마치 저 같아서 넣어봤어요. 2. 블로그 시작은 언제였고, 계기는 무엇이었나요? 블로그는 오늘 처음 시작했고, 계기는 알바 자기소개서를 쓰다가 문득 제가 갈수록 글을 꾸미려고만 하고 잘 못 쓴다는 걸 깨달았어요. 블로그를 통해서 있는...",땡모반 (۶•̀ᴗ•́)۶,2일 전
[그리스] 산토리니는 일몰이 다했다,화장실까지 넘무 기여워 사진에 다 안담기니 왜 집주인이 이것 저것 설명해주는데 진짜 선-함이 보이고 넘 따듯한 너낌 뭔가 학창시절때 좀 놀다가 주님 만나서 회개 빡시게한 맑눈광 교회오빠..? ㅋㅋㅋㅋㅋ 아니냐 지으낭? 하우스키핑도 매일 해주고 우리가 좀 잘못 온건데...,세징,2일 전
쿵야 레스토랑즈 소원상점 롯데월드몰 팝업 방문후기,1인 1동전 초대형 양파 쿵야 팝업스토어 한가운데 맑눈광으로 유명한 초대형 양파 쿵야가 있는데 다들 줄 서서 사진 찍느라 난리다.... 맑눈광 슬리퍼는 정말 조금 무섭다. 쿵야 레스토랑즈 소원상점 롯데월드몰 팝업 스토어 롯데월드몰 1층에 있으니 한번쯤 방문하는 것을...,1008 다이어리,2일 전
부산 포켓몬팝업스토어도 가고 반나절투어하기,대왕피카츄는 맑눈광같고 밑에 눈사람피카츄는 영혼리스라 보는데 웃겼다 세시쯤 도착했는데 평일 오후라 그런지 대기없이 바로 입장이 가능했다. (대기는 없지만 입구에 웨이팅등록을 해달라고 하셔서 등록하고 카톡을 보려드린 후 바로 입장할 수 있었다) 너무......,빙글빙글 돌아가는 짱구,2일 전
운동 블로그.....다시 열심히 해볼게요...!,암튼 그럼 그렇게 찍은 사진 보니 뭐지 눈이 왜저래 맑눈광같은 느낌 쩄든 나쁘지 않게나와서 낫벧 저 날 저렇게 찍고 칼국수 먹고 보드게임카페 갔는데 역시 이 조합은....재밌는데 힘들어...기빨려...그래도 오랜만에 만났는데 어색하지 않고 꿀잼이였음 히히 그리고 드디어...,jjin_water님의 블로그,3일 전
헬스장 운동 일지 1 (feat.시작과 동시에 들킨 운동),"아니 뭐, 그래봐야 오전 내내 병든 닭이되어서 아닌 척 맑눈광으로 오전을 동료들의 걱정속에 보내고 오후는 반.차. 오.후.반.차 쌍화차보다 효능이 좋아 하지만 아까운 내 반차 그것을 썼어요 어쩔 수 없었어요 어제 몸살기가 있어서 알콜소독을 해줘야 했거든요 잉뿌피가...",시온이의 지극히 개인적인 블로그,3일 전
"1123 티니핑쇼 (새콤달콤 캐치티니핑 10화 선공개, 11화 예고)",저는 여기에서 포실핑의 광기를 다시 한 번 보았어요 맑눈광포실핑 이렇게 마카핑을 캐치한 에피소드도 마무리가 되었습니다 ! 새콤달콤 캐치티니핑 11화 미리보기 차곡차곡 쌓아줘 핫케핑 이어서 11화 미리보기 차곡차곡 쌓아줘 핫케핑 처음 공개됐을때부터 ... 저만...,꼼엄마의 우당탕탕 육일캠 blog,3일 전
[직장인 일상] 맨날 다짐만 하는 블로거 ~ That's me~ (&직장인 짤),얼마전에 청설모 봤다. 급 자랑. 안녕~ 고양이 발바닥자국. 차는 개더러운데 내 차 아님(진실). 같이 일하는 대리님 차. 진짜 안녕히 계슈. ~ 고양이 발바닥 자국 귀엽지~ 히히 #직장인 #일기 #맑눈광 #탁눈광 #그냥 #탁한눈의일반인 #돈줘 #루피 #누누씨 #직장인짤,페퍼의 블로그,3일 전
Prologue,2023-11-23 UPDATE ABOUT BLOG 현생Contents) 막학기 맑눈광 대학생의 막학기 대학일기 + 취준일기 덕질Contents) 실존하는 남정네들 좋다는 글 화면에 나오지 못하는 남정네들 좋다는 글 외계 남성 5인 집단 아이돌 그룹 좋다는 글 (플레이브 덕질 글) 아마 외계 남성 5인...,덕질하다가 가끔 힘들면 현생 살자,3일 전
2023.11.23_연말을 향해서,매 생일을 함께 보내는 이 맑눈광 친구들.. 이날은 히진쿤의 생일이였기에 모두 바쁜데도 불구하고 모였습니다. 이렇게라도 강제로 모이니 좀 좋은 거 같아요. 근데 내년에도 같이 보내.. 보낼 수 있을까? 못 본다니까 나 벌써 슬플라그러네. 진지하게 캐리어에 넣어가지고...,⠀,3일 전
1 day - 33 day,"내 체감상 저날이 오늘보다 더 추웠던거 같오 가끔 설거지하면 이런 남자 어떠냐고 목살 아지아는 정말 감동 그 자체 ,, 저건 정말 졸업하기 전까지 절대 못 끊을거 같아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 애기 정연이 기요밍 ,, ♥ Tmi : 아기 때도 이댜 (크크) 난 이런...",.,3일 전
미루고 미루고 미루다가..? mirror が 되 어 버리기,아 갑자기 개웃긴사건 생각나서 급 적기 새로운 별명이 생겻어 똑똑한 주현영+ 맑눈광 제안서 쓸때 내가 대문자 T 모먼트 + 크리틱 쥰나 걸고 아이디어 왕창 내서 그론가 ㅋㅌㅌㅌㅌ 다들 너무 놀라셨어.. ㅠ 평소에는 네?! 이러다가 회의 하자마자 돌변해서 ㅋㅋㅌㅌ 한 2주...,CHAB KIT OUT!,3일 전
[인천 월미도 맛집] 신선한 조개 가득 청춘조개 월미도 직영점 (월미도 조개구이맛집/월미도 조개구이무한리필),맑눈광의 월디 야경이 기가막히네요 저기 보이는건 영종도겠죠? 문화거리 내 차량진입 금지네요 그대신 월미도 청춘조개와 공영주차장의 거리는 가깝습니당 유명한 월미도 바이킹~ 현란한 불빛이 눈에띄어요 집가는길에 탕후르를 사먹어봤어요. 제인생 첫 탕후루입니다....,"안녕하세요, 반가워요",3일 전
메이플 엘리시움 남쮸#25｜솜사탕헤어 믹염｜사뿐 도치 잡라벨｜따뜻한 털실 토끼 모자,지금 가장 사고 싶은 성형 1) 참깨 2) 쀼 쀼는 맑눈광 같은 저 눈망울과 딱 두가닥 있는 저 속눈썹이 포인트라구 .. 저 귀여움을 바로 알아차리지 못한 나 반성해 .. 그리고 저희 헤네시스 7섭에서 세르니움 7섭으로 집 이사했어요 ~ ~ ~ 우리집 자주 놀러와요 : 0 (근데 아마...,반갑읍니다. 미지의 세상에 오신 것을 환영합니다.,3일 전
맑눈광 한의대생 면접 합격썰,맑눈광은 어디서든 돋보이네 내가 면접관이어도 얜 뭐지 이러고 계속 쳐다볼듯...,포만한 수학 연구소,3일 전
BP,사실 광고할 때부터 보고싶었음 개신났다 존잼인데 너무 빡쳐씀 황정민이 진짜 맑눈광 그 자체 어쩐지 심장이 빨리 뛰더라••• 인스타에 서울의 봄 심박수 챌린지 있던데 본인 133 ㅋㅋㅋㅋㅋㅋㅋ 오늘자 이러고 학교 갔음 수업 중 창밖 뷰 너의 이름은? 수면다원검사...,%,3일 전
맑눈광,지윤이 만나러 합정 가는 길인데 요즘 인스타도 흥미없고 (그치만 스토리 추억남기기는 못참아) 유튜브는 애진작 흥미 잃었구 노잼 노잼 노 잼 이라서 블로그 써요 오늘은 뭐 글케 큰일은 아닌데 지치고 기가 쫙쫙 빨리는 하루였거든여? 그래서 진짜 오랜만에 술이...,soolyelee,3일 전
오늘의 특 맑눈광 시원한 점안액 눈 피로 완화 황반 변성 눈 영양제 마사지 아이케어 3개 13ml 구경하세요,No.1 시원한 점안액 눈 피로 완화 황반 변성 눈 영양제 마사지 아이케어 3개 13ml 빠른 선택으로 내일 까지 도착 19.800원 평점 4.5점 및 후기 = [ 48 ] ▼▼▼구매링크(댓글)▼▼▼,쇼핑스타마트,3일 전
10월에서 11월로 : 미쳐가는 일상 기록 ✍,나 맑눈광 같이 나와서 좋아하는 셀카 곱게 돌자 도른자 노른자 또 어느 날 먹어재낀 막창 막창집 딸내미의 장점은 먹고싶을때 굽신굽신하면 그냥 가져다 먹을 수 있는 내장들 바삭바삭하게 익혀서 야무지게 먹어야쥥 그날 저녁 정신 못차리고 또 마신 다른 버전의...,"홍달막창, 자영업인자 일상기록",3일 전
"제목, 외전, 연작, 차기작","지율이의 입사동기이자 엘리트 출신 경제부 기자, 정의에 살고 정의에 죽는 집착의 맑눈광 일러스트레이터님이 양파쿵야 느낌을 잘 살려주셨습니다. 네...표지까지 이미 다 받아놨습니다 ㅎㅎ 미친개X라이또의 쫓고 쫓기는 #배틀연애 #몸정맘정 #존댓말남 #집착남녀...",작가 마셰리,3일 전
[도쿄여행] 1~2일차 / 도쿄 도장깨기를 하다,나는 원피스랑 주술회전 안 봤는데 동생이 좋아해서 찍어봄 맑눈광 돈키호테에서 살 게 있어 들렸는데요 시부야 메가돈키 진짜!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 비추합니다 진짜 이거 진지하게 비추 우선 사람이 진짜 너무너무너무너무너무너무 많고요 물건이 어디에 있는지 찾으려면...,just feel it,3일 전
"쿵야레스토랑즈 소원상점 팝업 후기 (팝업스토어 추천, 굿즈 가격, 이벤트 정리) 11/17(금) - 11/26(일)",해서 맑눈광스러움이 잘 표현됐다 귀.여.워. 이벤트 먼저 처음 입장하면 정면에 분수대가 보인다 코인을 하나씩 주시는데 소원을 빌고 동전을 골인시키면 끝..! 다소 허무하다 그리고 인스타 팔로우하고 포카 받았는데 사원증에 껴두면 딱인 사이즈였다 메모지에...,리얼영 일상 여행 기록,3일 전
"""양파쿵야랑 사진찍으러 가요"" 5일간 2만명 팝업스토어 찾았다","수 있는 스노우메이커는 매일 조기 품절된다고 회사 측은 설명했다. 대표 굿즈인 양파쿵야 및 주먹밥쿵야 쿠션 등을 비롯해 ‘맑눈광’ 슬리퍼, 아크릴 스탠드, 랜덤 피규어, 차량 방향제 등 새로운 품목을 선보이고 기존 굿즈도 종류를 추가했다. https://naver.me/xzn6AdyD "" """,┏우zlㄱL ㅅLz6ㅎL는 nl간┓,3일 전
11.11 빼빼로와 마라톤 그 사이,이번에 새 캐리어 끌고 가지 아주 좋았다 맑눈광 후추 오빠 품이 최적화다멍 귀여운 건 한 번 더 찍고요 아니 근데 후추몬 얼굴 털이 마치 남편몬의 옷과 거의 비슷해서 물아 일체의 경지 같았다 괴롭히는 거 아님 저희 자두몬 사랑합니다 화장실 갔다 오니 펼쳐진 귀여운 광경...,Now Is Good,3일 전
"디즈니+ 비질란테 이준혁, 카멜레온 급 연기 변신 감탄 유발자, 이준혁 나이 키 프로필 인스타그램",범죄자를 죽음으로 처단하고 건물 벽을 타고 내려올 때부터 자신이 비질란테와 같이 정의를 실현하고 있다는 사실에 흠뻑 취해 있는 듯 흥에 겨운 발걸음과 가벼운 제스처까지 마스크 속 얼굴에 광기가 일렁이고 있을 것 같은 기묘한 ‘’ 분위기를 자아냈다....,스타 연예 영화 이야기,3일 전
"스케일 대박 잠실롯데월드몰 크리스마스 회전목마, 트리, 마켓 사진 꿀팁","맑눈광 양파쿵야 딱히 갖고싶지는 않아 ㅋㅋ 예약도 웨이팅도 필요없는 크리스마스에 진심인 포토존을 찾으신다면 잠실 롯데월드타워몰이 답입니다! 근처 석촌호수에서 작게 루미나리에도 같이 하고 있고 볼거리, 즐길거리 먹을거리 하루가 모자라겠더라구요. 담에...",구보씨의 일일,3일 전
김아영크림 겨울철 보습크림으로 좋네요! 김정문알로에 큐어크림 2x,"김정문알로에 큐어크림2x은 맑눈광 김아영이 광고중 ㅎㅎ 너무 귀여우셔..ㅎㅎ 팬입니다! 이렇게 요즘 광고도 나오더라구요! ""큐어 바르면 기분이 조크든요~~""ㅋㅋ 리뉴얼된 큐어크림2x 브랜드 스토어에서 1+1 행사중이네요. 저도 구경해보고 대량 구매가야겠어요 ㅋㅋ...",Glorious Day,3일 전
[230101 - 230301] 여신님이 보고 계셔 (스포 O),진짜 맑눈광인데 너무 귀여워!!! 자잘자잘한 디테일도 너무 좋았다.. 마지막에 콩 한 알 두고 간다던지...ㅠㅠ 양승리는 자둘인데 목소리 너무 좋은데... 진짜 창섭이들 다들 너무 좋아요...어케...ㅠㅠ 진짜 따뜻한 사람이야... 그래도 초반에는 너무 무섭다... 그리고...,MIN,3일 전
EP.01 인천공항 - 카타르 도하 하마드 공항,진짜 맑눈광 그자체 셔틀에 몸 싣기 1초 전이었는데 데카르트 현정이 덕분에 살았다 니가 있어 참 좋다 친구야…………! 돌아가는 길에서야 눈에 들어오는 경고판 저렇게 위협적이게 써놨는데도 이 악물고 외면한 나도 참… 셔틀 트레인 타기 전에 내 게이트가 어딘지 꼭...,good news,3일 전
텔러쿵야,영원한 맑눈광 텔러,유튜버 썰레임 팬카페,3일 전
썸원 Sumone | 썸원 질문 답변 | 211번째 질문 ~ 225번째 질문 2023Ver,서로 전이가 잘 되는 사람들이라 ㅋㅎㅋㅎ 나 맑눈광이었어...⁉️ 225. 225번째 질문 당신이 잠에서 깼을 때 머리맡에 선물이 있다면 어떤 선물일까요? 앜ㅋㅋㅋㅋㅋㅋ 뽀뿌뽀뿌왕왕 엔딩 나 역시 그럴 거야 이번 썸원도 이렇게 #썸원 #썸원문답 #썸원질문...,Cherish the moments,3일 전
5.8~5.14,바보들 ㅎㅎ ㅋ 예쁘다 #홍대 #모노맨션 예성 블로그에서 퍼온 신기한 일상 네 컷 ㅇ.ㅇ 의도치 않은 블랙 앤 화이트 나도 보고 싶어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 욱이한테 어버이날 용돈 줬더니 좋아서 눈물 난대 ㄱㅇㅇ 사랑해 언니한테 쿵야는 이야? 물고기 진짜 많이...,과거의 오늘,3일 전
(소환죄송) 베베드피노 티그레 덤블퍼자켓 vs 자라 퍼자켓,———(필독)메모인증 안하면 무통보삭제——— https://cafe.naver.com/lovehayden/4001403 ———(필독)메모인증 안하면 무통보삭제——— https://cafe.naver.com/lovehayden/4001403 이번에 베피 제 취향이 아니라서 휴고 티랑 레깅스밖에 안샀는데 티그레도 같아...,헤이든 [ 수입 키즈패션 플리마켓 ],3일 전
20233798 김보희,"표현하기 어려운 중,고생 캐릭터 대주제: 동물 캐릭터 소주제: 호랑이 특징: MZ세대의 특징과 닮아있음 캐릭터 이름 : 버미 보미 캐릭터 개요 : 성별 구분 없음, 연령 10대, 동물형, 비언어적 요소로 본인의 상태를 표현 캐릭터 성격: 당당하고 밝은 성격을 가지고 있음,",2023비주얼커뮤니케이션2목요일,3일 전
주폭도 왤케 맑눈광이죠.?,뭔가 포켓몬 지우랑 합성해놓은 것같아요 잘생겨서 킹받아요,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,3일 전
[무스] 11월 15일~ 16일 카쯔 국토 서폿 뱅송,맑눈광 신무쯔 너 뭐라고 했냥 쓰읍 시리야아~ 무서운 얘기해조~ 하면서 듣는중 주먹 꼬옥 하고 쥔거 귀엽디~ 건대 허니솜주먹 앙증맞움 이번엔 빅스비한테 빅스비~ 무서운 얘기해조~ 했더니 브금깔리니까 표정 봐유~ 무서운(?) 표정 짓깅~ 비장+치명적인척 하는 표정 빠밤~ 아?...,고스트헌터 윤시원 공식카페,4일 전
리퀘신청!,"캐디한지 얼마안된 장발,북극여우 남 자캐에욧 설정은 맑눈광,순수악 입니당ㅋㅋ최근에 맘에 들어서 신청해봐요 ※중요!눈은 꼭 맑눈광 눈으로 그려주세요※ 이런식으로!",★ 초보 그림 카페 ★,4일 전
